"player.givenName","player.surname","opponent","predicted_disposals","line","model_odds","pb_odds","ev_pb"
"Bailey","Dale","Carlton",27,26,1.51534586397026,2.2,0.451813775527071
"Toby","Greene","Waalitj Marawar",23.2,22,1.50236766051386,2.15,0.431074467660355
"Bailey","Dale","Carlton",27,25,1.32637447698537,1.87,0.409858250778614
"Lloyd","Meek","Narrm",14.7,14,1.56233094815351,2.2,0.408152352483414
"Bailey","Dale","Carlton",27,24,1.20209785818844,1.69,0.405875560369793
"Max","Heath","Hawthorn",10.8,10,1.31307402925834,1.83,0.393676182167459
"Ned","Reeves","Narrm",9.7,15,6.12686065691007,8.5,0.38733365682365
"Bailey","Dale","Carlton",27,27,1.80278325914525,2.5,0.386744627962275
"Toby","Greene","Waalitj Marawar",23.2,21,1.32716642626582,1.83,0.37887755731508
"Lloyd","Meek","Narrm",14.7,13,1.33644370396774,1.83,0.369305713788733
"Henry","Hustwaite","Narrm",17.6,16,1.19389704336458,1.63,0.365276854532123
"Toby","Greene","Waalitj Marawar",23.2,23,1.76190865288207,2.4,0.362159153980063
"Ned","Reeves","Narrm",9.7,13,3.51797408049666,4.75,0.350208924600547
"Toby","Greene","Waalitj Marawar",23.2,20,1.20889845365261,1.63,0.348334920170552
"Bailey","Dale","Carlton",27,23,1.12129211071484,1.5,0.337742400634327
"Wayne","Milera","North Melbourne",27.2,26,1.57121494333675,2.1,0.336545333218565
"Wayne","Milera","North Melbourne",27.2,27,1.80244118659132,2.4,0.331527496072565
"Lloyd","Meek","Narrm",14.7,12,1.19574112675561,1.59,0.32971925479734
"Toby","Greene","Waalitj Marawar",23.2,24,2.14986082402953,2.85,0.325667209776951
"Ned","Reeves","Narrm",9.7,12,2.79591916621035,3.7,0.323357286117486
"Ned","Reeves","Narrm",9.7,14,4.56752172571604,6,0.313622651473954
"Wayne","Milera","North Melbourne",27.2,25,1.40386930205341,1.83,0.303540149587501
"Wayne","Milera","North Melbourne",27.2,24,1.28246358732516,1.67,0.302181220975736
"Henry","Hustwaite","Narrm",17.6,15,1.0780886067743,1.4,0.298594560041665
"Lloyd","Meek","Narrm",14.7,15,1.92584057025591,2.5,0.298134455474575
"Ned","Reeves","Narrm",9.7,16,8.50049747833077,11,0.294041910845911
"Max","Heath","Hawthorn",10.8,11,1.74720469507099,2.25,0.287771264779359
"Toby","Greene","Waalitj Marawar",23.2,19,1.12983084649679,1.44,0.274527071432809
"Henry","Hustwaite","Narrm",17.6,17,1.43794830521479,1.83,0.272646584973472
"Bailey","Dale","Carlton",27,22,1.06996952435949,1.36,0.271064239716669
"Wayne","Milera","North Melbourne",27.2,28,2.12425096719892,2.7,0.27103625781104
"Ned","Reeves","Narrm",9.7,11,2.28954841544248,2.9,0.26662532246104
"Sam","Berry","North Melbourne",21.9,20,1.30553986630928,1.65,0.263844975231965
"Toby","Murray","North Melbourne",10.8,13,2.8811906952301,3.6,0.249483418768467
"Jordan","Dawson","North Melbourne",25.5,25,1.72902925446059,2.15,0.243472309362826
"Wayne","Milera","North Melbourne",27.2,23,1.19462923340775,1.48,0.238878104278613
"Henry","Hustwaite","Narrm",17.6,14,1.0274626370923,1.27,0.236054678926405
"Ned","Reeves","Narrm",9.7,17,12.2100400640674,15,0.228497197494307
"Lloyd","Meek","Narrm",14.7,11,1.10935052780231,1.36,0.225942536570687
"Bailey","Dale","Carlton",27,28,2.24489588434131,2.75,0.2250011322048
"Bailey","Dale","Carlton",27,21,1.03850177560769,1.27,0.222915578797976
"Sam","Berry","North Melbourne",21.9,19,1.17821450862815,1.44,0.222188310748828
"Jacob","Farrow","Walyalup",18.2,18,1.80055173501128,2.2,0.221847702135709
"Ned","Reeves","Narrm",9.7,10,1.92867046647965,2.35,0.218455947163122
"Toby","Murray","North Melbourne",10.8,11,1.88980156759295,2.3,0.217058996796963
"Toby","Greene","Waalitj Marawar",23.2,18,1.0779989308806,1.31,0.215214563274087
"Sam","Berry","North Melbourne",21.9,21,1.5086783440451,1.83,0.212982215343113
"Brayden","Maynard","Sydney Swans",21.1,21,1.82418479387717,2.2,0.20601816624294
"Marcus","Bontempelli","Carlton",27,24,1.05350776208031,1.27,0.205496576021609
"Toby","Greene","Waalitj Marawar",23.2,25,2.73975132964221,3.3,0.204488876160506
"Wayne","Milera","North Melbourne",27.2,29,2.57736759718926,3.1,0.202777595008448
"Toby","Murray","North Melbourne",10.8,12,2.29133600793198,2.75,0.200173169923681
"Jordan","Dawson","North Melbourne",25.5,24,1.52676750403344,1.83,0.19861078727801
"Jordan","Dawson","North Melbourne",25.5,23,1.37795660705398,1.65,0.197425224824489
"Jordan","Dawson","North Melbourne",25.5,26,2.00544271465656,2.4,0.196743234030002
"Clayton","Oliver","Waalitj Marawar",30.6,28,1.07920564789376,1.29,0.19532361836471
"Marcus","Bontempelli","Carlton",27,25,1.13924220091995,1.36,0.193776002066795
"Matt","Rowell","Yartapuulti",24.4,22,1.06577096458332,1.27,0.191625632714183
"Sam","Berry","North Melbourne",21.9,18,1.0997431536182,1.31,0.191187229208968
"Lloyd","Meek","Narrm",14.7,16,2.52124772515103,3,0.189887042861007
"Jaxon","Prior","Walyalup",17.2,17,1.80818702171298,2.15,0.189036296678652
"Clayton","Oliver","Waalitj Marawar",30.6,27,1.02791807688234,1.22,0.186865011363786
"Zac","Williams","Western Bulldogs",17,17,1.85727816149149,2.2,0.184529084342052
"James","Jordon","Collingwood",15.3,13,1.0746241315408,1.27,0.181808562384573
"Jaxon","Prior","Walyalup",17.2,18,2.11811838736509,2.5,0.180292855636819
"Jacob","Farrow","Walyalup",18.2,19,2.12160878710022,2.5,0.178351077352467
"Harvey","Langford","Hawthorn",15.9,16,1.87075441889943,2.2,0.175996153089012
"Wayne","Milera","North Melbourne",27.2,22,1.13160101890414,1.33,0.175325912385617
"Ben","Ainsworth","Western Bulldogs",17.9,16,1.38825396653345,1.63,0.174136749682914
"Sam","Berry","North Melbourne",21.9,22,1.83254158019574,2.15,0.173233951815902
"Clayton","Oliver","Waalitj Marawar",30.6,29,1.1963373755935,1.4,0.17023845326697
"Marcus","Bontempelli","Carlton",27,23,1.0177143495967,1.19,0.169286844065408
"Tom","Sparrow","Hawthorn",20.8,19,1.39419251606944,1.63,0.169135525555221
"Brayden","Maynard","Sydney Swans",21.1,19,1.41210466585908,1.65,0.168468626931555
"Toby","Murray","North Melbourne",10.8,14,3.76612101768726,4.4,0.168310837420196
"Jordan","Dawson","North Melbourne",25.5,22,1.26833889405398,1.48,0.166880560817218
"Bailey","Dale","Carlton",27,20,1.02007587438365,1.19,0.166579888696047
"Jacob","Farrow","Walyalup",18.2,17,1.56985107443164,1.83,0.165715671891074
"Shai","Bolton","Essendon",25.7,24,1.43502840793124,1.67,0.163740028260137
"Hugo","Garcia","Richmond",25.3,23,1.2897868535555,1.5,0.162982857101555
"Jacob","Farrow","Walyalup",18.2,16,1.40288014086006,1.63,0.161895412533744
"James","Jordon","Collingwood",15.3,14,1.20600933709664,1.4,0.160853367329954
"Harvey","Langford","Hawthorn",15.9,17,2.20041669389831,2.55,0.158871411524496
"Sam","Berry","North Melbourne",21.9,17,1.05296995292781,1.22,0.158627553053877
"Ben","Ainsworth","Western Bulldogs",17.9,17,1.57971567417606,1.83,0.15843631225251
"Brayden","Maynard","Sydney Swans",21.1,22,2.15889985108036,2.5,0.157997208045083
"Toby","Greene","Waalitj Marawar",23.2,17,1.0450075976522,1.21,0.157886318452116
"Matt","Rowell","Yartapuulti",24.4,21,1.01962330980413,1.18,0.157290137106303
"Ben","Ainsworth","Western Bulldogs",17.9,18,1.85799956309634,2.15,0.157158506763608
"Jaxon","Prior","Walyalup",17.2,16,1.58276373646531,1.83,0.1562054132519
"Brayden","Maynard","Sydney Swans",21.1,20,1.584734275821,1.83,0.154767728521512
"Jordan","Dawson","North Melbourne",25.5,27,2.38674227052273,2.75,0.152198138007466
"Clayton","Oliver","Waalitj Marawar",30.6,26,1.00832063419834,1.16,0.150427711838163
"Wayne","Milera","North Melbourne",27.2,21,1.08698891470282,1.25,0.149965729265735
"Tom","Sparrow","Hawthorn",20.8,20,1.59207245412702,1.83,0.14944517459379
"Hugo","Garcia","Richmond",25.3,24,1.45350238175975,1.67,0.148948925682624
"Koltyn","Tholstrup","Hawthorn",18.8,19,1.91585236373802,2.2,0.148313952390144
"Wayne","Milera","North Melbourne",27.2,30,3.22538159051829,3.7,0.147151087758717
"Zac","Williams","Western Bulldogs",17,18,2.17962042576761,2.5,0.146988700621832
"Matthew","Jefferson","Hawthorn",9.3,12,3.14526414138804,3.6,0.14457795535458
"Marcus","Bontempelli","Carlton",27,22,1.0049094010102,1.15,0.144381770977513
"Tom","Sparrow","Hawthorn",20.8,18,1.25844786334102,1.44,0.144266712946675
"Lloyd","Meek","Narrm",14.7,10,1.05796440968729,1.21,0.143705770175807
"Shai","Bolton","Essendon",25.7,23,1.29504234573268,1.48,0.1428197733277
"Tom","Sparrow","Hawthorn",20.8,21,1.88153851409932,2.15,0.142681897760243
"Henry","Hustwaite","Narrm",17.6,13,1.00816325557893,1.15,0.14068827011516
"Jaxon","Prior","Walyalup",17.2,20,3.15611500347255,3.6,0.14064284604302
"Matthew","Jefferson","Hawthorn",9.3,15,7.45465925233181,8.5,0.140226496246787
"Jaxon","Prior","Walyalup",17.2,19,2.54885616704529,2.9,0.137765260156585
"Toby","Murray","North Melbourne",10.8,10,1.6120599762383,1.83,0.135193495883608
"Marcus","Bontempelli","Carlton",27,26,1.32431761720247,1.5,0.132658797644512
"Ben","Ainsworth","Western Bulldogs",17.9,15,1.25612718861793,1.42,0.130458772699903
"Ed","Langdon","Hawthorn",21.2,19,1.31099821233775,1.48,0.128910768963511
"Harvey","Langford","Hawthorn",15.9,18,2.6582284168493,3,0.128571187105054
"Zac","Williams","Western Bulldogs",17,16,1.62197252262577,1.83,0.128255857896694
"Jacob","Farrow","Walyalup",18.2,20,2.57362247098044,2.9,0.1268163970045
"Hugo","Garcia","Richmond",25.3,21,1.10948048022891,1.25,0.126653440303965
"Hugo","Garcia","Richmond",25.3,22,1.18091573797089,1.33,0.126244622910418
"Jack","Ross","Euro-Yroke",25.5,24,1.48445256148338,1.67,0.124993848460341
"Matt","Rowell","Yartapuulti",24.4,20,1.00470211270199,1.13,0.124711479864455
"James","Jordon","Collingwood",15.3,12,1.02277660504215,1.15,0.124390208312018
"Tom","Sparrow","Hawthorn",20.8,17,1.16578198337546,1.31,0.123709251542015
"Jacob","Farrow","Walyalup",18.2,15,1.2817463878514,1.44,0.123467180129046
"Bailey","Dale","Carlton",27,29,2.93921972991337,3.3,0.122746954375292
"Matt","Rowell","Yartapuulti",24.4,23,1.18466654959249,1.33,0.122678782867217
"Harvey","Langford","Hawthorn",15.9,15,1.63066029451108,1.83,0.122244777873055
"Jaxon","Prior","Walyalup",17.2,15,1.4176767435193,1.59,0.121553278819342
"Shai","Bolton","Essendon",25.7,26,1.91738541940096,2.15,0.121318634347244
"Toby","Murray","North Melbourne",10.8,15,5.12798798177308,5.75,0.121297479720662
"Harvey","Langford","Hawthorn",15.9,14,1.45445657226362,1.63,0.120693481733299
"Shai","Bolton","Essendon",25.7,25,1.63382334614275,1.83,0.120072132841288
"Jordan","Dawson","North Melbourne",25.5,21,1.18785863727898,1.33,0.119661850543614
"Brayden","Maynard","Sydney Swans",21.1,18,1.28730154890671,1.44,0.118619022266361
"Jack","Darling","Kuwarna",13.5,14,2.01398583136007,2.25,0.117187601305292
"Koltyn","Tholstrup","Hawthorn",18.8,17,1.48055764256182,1.65,0.114444958147659
"Jordan","Dawson","North Melbourne",25.5,28,2.91955183551995,3.25,0.113184551293024
"Ed","Langdon","Hawthorn",21.2,18,1.19496074577332,1.33,0.113007272167161
"Jack","Ross","Euro-Yroke",25.5,23,1.32985306669744,1.48,0.112904904355667
"Toby","Greene","Waalitj Marawar",23.2,16,1.02480325807994,1.14,0.112408641377559
"Jack","Crisp","Sydney Swans",23.6,22,1.46532636861947,1.63,0.112380173391458
"Shai","Bolton","Essendon",25.7,22,1.1966865933302,1.33,0.111402105958932
"Matthew","Jefferson","Hawthorn",9.3,14,5.40040765337018,6,0.111027238148519
"Ed","Langdon","Hawthorn",21.2,20,1.48529884979833,1.65,0.110887549818029
"Sam","Berry","North Melbourne",21.9,16,1.02642836939138,1.14,0.110647400242805
"Matthew","Jefferson","Hawthorn",9.3,13,4.05216292135053,4.5,0.110518033786316
"Hugo","Garcia","Richmond",25.3,20,1.06373950133847,1.18,0.109294144398362
"Shai","Bolton","Essendon",25.7,21,1.12821698927956,1.25,0.107942897401507
"Clayton","Oliver","Waalitj Marawar",30.6,25,1.002050892245,1.11,0.107728168888854
"Henry","Hustwaite","Narrm",17.6,18,1.94113037550664,2.15,0.107602058640105
"Jordan","Dawson","North Melbourne",25.5,20,1.12924260009864,1.25,0.106936631589008
"Zac","Williams","Western Bulldogs",17,20,3.25343343777302,3.6,0.106523329539579
"Koltyn","Tholstrup","Hawthorn",18.8,20,2.26032892402989,2.5,0.106033716341958
"Zac","Williams","Western Bulldogs",17,19,2.62609489559257,2.9,0.104301297286374
"Ben","Ainsworth","Western Bulldogs",17.9,19,2.26671294148075,2.5,0.102918659990025
"Christian","Petracca","Yartapuulti",25.7,24,1.49630154805733,1.65,0.10271890190999
"Liam","Henry","Richmond",13.5,14,1.99723951078802,2.2,0.101520367545693
"Luke","Jackson","Essendon",19.8,16,1.09996354012294,1.21,0.100036461085574
"Koltyn","Tholstrup","Hawthorn",18.8,18,1.66489060693058,1.83,0.0991713163508183
"Bailey","Dale","Carlton",27,19,1.00986601316455,1.11,0.099155715243513
"Wayne","Milera","North Melbourne",27.2,20,1.05601067383732,1.16,0.0984737453313834
"Luke","Jackson","Essendon",19.8,18,1.31133277907043,1.44,0.0981194270311577
"Zac","Williams","Western Bulldogs",17,15,1.44892972326795,1.59,0.0973617108315515
"Tim","Taranto","Euro-Yroke",23.3,20,1.03902217428004,1.14,0.0971854385975208
"Andrew","Brayshaw","Essendon",22.9,20,1.05732254769207,1.16,0.0971108130929871
"Luke","Parker","Kuwarna",24.9,20,1.076023386549,1.18,0.0966304401472818
"Luke","Parker","Kuwarna",24.9,21,1.13096307263465,1.24,0.0964106874960503
"Jack","Darling","Kuwarna",13.5,16,2.96452327885816,3.25,0.0962976823888509
"Heath","Chapman","Essendon",17.5,18,2.0073683133703,2.2,0.0959623031541638
"Heath","Chapman","Essendon",17.5,16,1.50690963455095,1.65,0.0949561686833963
"Tim","Taranto","Euro-Yroke",23.3,21,1.10582234221889,1.21,0.0942083134005711
"Brayden","Maynard","Sydney Swans",21.1,17,1.19730334299151,1.31,0.0941254007751354
"Jack","Crisp","Sydney Swans",23.6,21,1.3163804375414,1.44,0.0939086900208567
"Luke","Jackson","Essendon",19.8,17,1.18019425776633,1.29,0.0930403969610003
"Luke","Parker","Kuwarna",24.9,22,1.21710393984729,1.33,0.0927579448694222
"Liam","Henry","Richmond",13.5,15,2.3799120749885,2.6,0.0924773344883202
"Christian","Petracca","Yartapuulti",25.7,23,1.35550939732839,1.48,0.0918404571129997
"Jack","Ross","Euro-Yroke",25.5,21,1.14511337961363,1.25,0.0915949654013793
"Jack","Crisp","Sydney Swans",23.6,23,1.67691147070365,1.83,0.0912919566541681
"Shai","Bolton","Essendon",25.7,20,1.08132928553186,1.18,0.0912494609998507
"Ed","Langdon","Hawthorn",21.2,17,1.11861005702917,1.22,0.0906392199262888
"Matthew","Jefferson","Hawthorn",9.3,11,2.52176070243458,2.75,0.0905079127234696
"Harvey","Langford","Hawthorn",15.9,19,3.30341090034554,3.6,0.0897826848072215
"Ben","Ainsworth","Western Bulldogs",17.9,14,1.16540052715372,1.27,0.0897540977622072
"Jack","Ross","Euro-Yroke",25.5,22,1.22108521265653,1.33,0.0891950751794945
"Andrew","Brayshaw","Essendon",22.9,19,1.01918884221332,1.11,0.0891014049854282
"Andrew","Brayshaw","Essendon",22.9,21,1.14786636255291,1.25,0.0889769408521896
"Marcus","Bontempelli","Carlton",27,21,1.00111857453988,1.09,0.0887821160455112
"Henry","Hustwaite","Narrm",17.6,12,1.00200628554783,1.09,0.0878175274160659
"Mattaes","Phillipou","Richmond",16.1,14,1.09669549398938,1.19,0.0850778602829966
"Christian","Petracca","Yartapuulti",25.7,25,1.68756043849946,1.83,0.0844056060162159
"Luke","Jackson","Essendon",19.8,19,1.52208414363906,1.65,0.0840399375392665
"Brayden","Maynard","Sydney Swans",21.1,23,2.63254158985508,2.85,0.0826039789771736
"Tom","Sparrow","Hawthorn",20.8,22,2.30975139885946,2.5,0.0823675661521319
"James","Jordon","Collingwood",15.3,15,1.50726351764574,1.63,0.0814300093629088
"Jack","Crisp","Sydney Swans",23.6,20,1.21163551082283,1.31,0.0811832339829396
"Jacob","Farrow","Walyalup",18.2,14,1.19411213190805,1.29,0.0803005559777156
"Jack","Ross","Euro-Yroke",25.5,20,1.09280735452798,1.18,0.0797877550061668
"Clayton","Oliver","Waalitj Marawar",30.6,24,1.00041281416454,1.08,0.0795543446751235
"Jack","Darling","Kuwarna",13.5,15,2.40860041714114,2.6,0.0794650625719161
"Matthew","Jefferson","Hawthorn",9.3,10,2.08499095213497,2.25,0.0791413735853703
"Matt","Rowell","Yartapuulti",24.4,19,1.0008818708337,1.08,0.0790484186714232
"Bradley","Hill","Richmond",24.3,23,1.54792331278885,1.67,0.0788648159780038
"Tom","Sparrow","Hawthorn",20.8,16,1.10338439681634,1.19,0.078499934776651
"Christian","Petracca","Yartapuulti",25.7,26,1.94860076534483,2.1,0.0776963846816403
"Hugo","Garcia","Richmond",25.3,25,1.69905103653486,1.83,0.0770718245946291
"Tim","Taranto","Euro-Yroke",23.3,19,1.01227625882003,1.09,0.0767811558383918
"Ed","Langdon","Hawthorn",21.2,16,1.0695015060412,1.15,0.0752673030417436
"Bailey","Dale","Carlton",27,18,1.00455074026884,1.08,0.0751074651649446
"Harry","Sharp","Hawthorn",14.4,15,2.04727615557412,2.2,0.0745985557493325
"Andrew","Brayshaw","Essendon",22.9,18,1.00538592045278,1.08,0.0742143668707967
"James","Jordon","Collingwood",15.3,11,1.00560548552092,1.08,0.0739798216599296
"Jack","Ross","Euro-Yroke",25.5,25,1.70413191329249,1.83,0.0738605302357864
"Luke","Jackson","Essendon",19.8,15,1.05253207915301,1.13,0.0736014819703427
"Liam","Henry","Richmond",13.5,12,1.51888084755287,1.63,0.0731585710795912
"Wayne","Milera","North Melbourne",27.2,19,1.03501591090999,1.11,0.0724472815341444
"Hugo","Garcia","Richmond",25.3,19,1.03545989645985,1.11,0.0719874364956102
"James","Peatling","North Melbourne",21.5,20,1.52105024402186,1.63,0.0716279796846597
"Koltyn","Tholstrup","Hawthorn",18.8,16,1.34458938795619,1.44,0.0709589209155047
"Caleb","Daniel","Kuwarna",24.4,22,1.38220891861846,1.48,0.0707498555857146
"Brayden","Maynard","Sydney Swans",21.1,16,1.13292909638857,1.21,0.0680280026853449
"Luke","Parker","Kuwarna",24.9,23,1.34926709671259,1.44,0.0672460652960988
"Jordan","Dawson","North Melbourne",25.5,19,1.08709339198537,1.16,0.0670656344267579
"Mattaes","Phillipou","Richmond",16.1,13,1.03090303250644,1.1,0.0670256710037688
"Sam","Berry","North Melbourne",21.9,15,1.01228661433106,1.08,0.0668915154169897
"Heath","Chapman","Essendon",17.5,17,1.71607798609092,1.83,0.066385103027042
"Toby","Greene","Waalitj Marawar",23.2,15,1.01299244963434,1.08,0.0661481241936702
"Toby","Greene","Waalitj Marawar",23.2,26,3.65867004786143,3.9,0.06596111400634
"Bradley","Hill","Richmond",24.3,22,1.38925405468749,1.48,0.0653199067559457
"Jack","Ross","Euro-Yroke",25.5,26,2.01823378107472,2.15,0.0652878869439578
"Luke","Parker","Kuwarna",24.9,19,1.04214045761835,1.11,0.0651155435772339
"Isaac","Heeney","Collingwood",27.4,25,1.40900326042436,1.5,0.0645823484810338
"James","Peatling","North Melbourne",21.5,21,1.72030598997712,1.83,0.0637642434903911
"Tom","Sparrow","Hawthorn",20.8,15,1.06230631826772,1.13,0.0637233164937413
"Liam","Henry","Richmond",13.5,13,1.72066594736488,1.83,0.0635417076757733
"Marcus","Windhager","Richmond",22.6,21,1.49508012298601,1.59,0.0634881539488448
"Liam","Henry","Richmond",13.5,16,2.91636036016418,3.1,0.0629687751706657
